datetime,pid,date,segment,incoming_count,incoming_countmostfrequentcontact,incoming_distinctcontacts,incoming_meanduration,incoming_sumduration,missed_count,missed_distinctcontacts,outgoing_count,outgoing_countmostfrequentcontact,outgoing_distinctcontacts,outgoing_meanduration,outgoing_sumduration
2021-04-28 05:59:59,INS-W_1077,2021-04-28,morning,1.0,0.0,1.0,44.63636363636364,44.63636363636364,0.0,0.0,0.36363636363636376,0.0,0.36363636363636376,101.6875,145.4375
2021-04-28 11:59:59,INS-W_1077,2021-04-28,afternoon,4.0,0.0,4.0,78.75,315.0,0.0,0.0,1.0,0.0,1.0,192.0,192.0
2021-04-28 17:59:59,INS-W_1077,2021-04-28,evening,0.0,0.0,0.0,217.875,235.5,0.0,0.0,2.0,0.0,2.0,73.5,147.0
2021-04-28 23:59:59,INS-W_1077,2021-04-28,night,0.0,0.0,0.0,34.035714285714285,34.035714285714285,0.0,0.0,1.0,0.0,1.0,19.999666666666663,19.999666666666663
2021-04-29 05:59:59,INS-W_1077,2021-04-29,morning,1.0,0.0,1.0,41.81818181818182,41.81818181818182,0.0,0.0,0.18181818181818188,0.0,0.18181818181818188,101.875,139.375
2021-04-29 11:59:59,INS-W_1077,2021-04-29,afternoon,1.0,0.0,1.0,105.0,105.0,0.0,0.0,1.0,0.0,1.0,159.0,159.0
2021-04-29 17:59:59,INS-W_1077,2021-04-29,evening,0.39999999999999997,0.0,0.39999999999999997,179.0,197.79999999999995,0.19999999999999998,0.19999999999999998,1.8,0.0,1.8,60.2,119.0
2021-04-29 23:59:59,INS-W_1077,2021-04-29,night,0.0,0.0,0.0,34.42857142857143,34.42857142857143,0.0,0.0,1.0,0.0,1.0,9.999833333333335,9.999833333333335
2021-04-30 05:59:59,INS-W_1077,2021-04-30,morning,1.0,0.0,1.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,102.0625,133.3125
2021-04-30 11:59:59,INS-W_1077,2021-04-30,afternoon,0.5,0.0,0.5,90.66666666666667,114.5,1.0,1.0,1.0,0.0,1.0,263.5,263.5
2021-04-30 17:59:59,INS-W_1077,2021-04-30,evening,0.7999999999999999,0.0,0.7999999999999999,140.125,160.10000000000002,0.39999999999999997,0.39999999999999997,1.6,0.0,1.6,46.9,91.0
2021-04-30 23:59:59,INS-W_1077,2021-04-30,night,0.0,0.0,0.0,34.82142857142857,34.82142857142857,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2021-05-01 05:59:59,INS-W_1077,2021-05-01,morning,0.8,0.0,0.8,48.36363636363636,48.36363636363636,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,102.25,127.25
2021-05-01 11:59:59,INS-W_1077,2021-05-01,afternoon,0.0,0.0,0.0,76.33333333333334,124.0,2.0,2.0,1.0,0.0,1.0,368.0,368.0
2021-05-01 17:59:59,INS-W_1077,2021-05-01,evening,1.2,0.0,1.2,101.25,122.39999999999998,0.6,0.6,1.4,0.0,1.4,33.6,63.0
2021-05-01 23:59:59,INS-W_1077,2021-05-01,night,0.03225806451612903,0.0,0.03225806451612903,35.214285714285715,35.214285714285715,0.0,0.0,0.967741935483871,0.0,0.967741935483871,0.0,0.0
2021-05-02 05:59:59,INS-W_1077,2021-05-02,morning,0.6000000000000001,0.0,0.6000000000000001,57.72727272727273,57.72727272727273,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,102.4375,121.1875
2021-05-02 11:59:59,INS-W_1077,2021-05-02,afternoon,0.0,0.0,0.0,62.00000000000003,133.5,0.0,0.0,1.0,0.0,1.0,91.0,91.0
2021-05-02 17:59:59,INS-W_1077,2021-05-02,evening,1.5999999999999999,0.0,1.5999999999999999,62.375,84.70000000000005,0.7999999999999999,0.7999999999999999,1.2000000000000002,0.0,1.2000000000000002,20.299999999999997,35.0
2021-05-02 23:59:59,INS-W_1077,2021-05-02,night,0.06451612903225806,0.0,0.06451612903225806,35.607142857142854,35.607142857142854,0.0,0.0,0.935483870967742,0.0,0.935483870967742,0.0,0.0
2021-05-03 05:59:59,INS-W_1077,2021-05-03,morning,0.4,0.0,0.4,67.0909090909091,67.0909090909091,0.0,0.0,0.6,0.0,0.6,102.625,115.125
2021-05-03 11:59:59,INS-W_1077,2021-05-03,afternoon,3.0,0.0,3.0,47.6666666666667,143.0,0.0,0.0,3.0,0.0,3.0,280.333333333333,841.0
2021-05-03 17:59:59,INS-W_1077,2021-05-03,evening,2.0,0.0,2.0,23.5,47.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0
2021-05-03 23:59:59,INS-W_1077,2021-05-03,night,0.09677419354838711,0.0,0.09677419354838711,36.0,36.0,0.0,0.0,0.9032258064516129,0.0,0.9032258064516129,0.0,0.0
2021-05-04 05:59:59,INS-W_1077,2021-05-04,morning,0.20000000000000007,0.0,0.20000000000000007,76.45454545454545,76.45454545454545,0.0,0.0,0.7999999999999999,0.0,0.7999999999999999,102.8125,109.0625
2021-05-04 11:59:59,INS-W_1077,2021-05-04,afternoon,1.5,0.0,1.5,50.13333333333336,138.4,0.0,0.0,2.0,0.0,2.0,931.6666666666665,1212.0
2021-05-04 17:59:59,INS-W_1077,2021-05-04,evening,1.8333333333333333,0.0,1.8333333333333333,33.916666666666664,53.5,1.0,1.0,0.8333333333333334,0.0,0.8333333333333334,27.27777777777778,48.33333333333333
2021-05-04 23:59:59,INS-W_1077,2021-05-04,night,0.12903225806451613,0.0,0.12903225806451613,36.39285714285714,36.39285714285714,0.0,0.0,0.8709677419354839,0.0,0.8709677419354839,0.0,0.0
2021-05-05 05:59:59,INS-W_1077,2021-05-05,morning,0.0,0.0,0.0,85.81818181818181,85.81818181818181,0.0,0.0,1.0,0.0,1.0,103.0,103.0
2021-05-05 11:59:59,INS-W_1077,2021-05-05,afternoon,0.0,0.0,0.0,52.60000000000002,133.8,0.0,0.0,1.0,0.0,1.0,1583.0,1583.0
2021-05-05 17:59:59,INS-W_1077,2021-05-05,evening,1.6666666666666667,0.0,1.6666666666666667,44.33333333333333,60.0,1.0,1.0,0.6666666666666667,0.0,0.6666666666666667,47.55555555555556,89.66666666666666
2021-05-05 23:59:59,INS-W_1077,2021-05-05,night,0.16129032258064518,0.0,0.16129032258064518,36.785714285714285,36.785714285714285,0.0,0.0,0.8387096774193548,0.0,0.8387096774193548,0.0,0.0
2021-05-06 05:59:59,INS-W_1077,2021-05-06,morning,0.0,0.0,0.0,95.18181818181819,95.18181818181819,0.0,0.0,1.0,0.0,1.0,141.875,141.875
2021-05-06 11:59:59,INS-W_1077,2021-05-06,afternoon,0.0,0.0,0.0,55.06666666666668,129.2,0.0,0.0,1.0,0.0,1.0,6.0,6.0
2021-05-06 17:59:59,INS-W_1077,2021-05-06,evening,1.5,0.0,1.5,54.75,66.5,1.0,1.0,0.5,0.0,0.5,67.83333333333334,131.0
2021-05-06 23:59:59,INS-W_1077,2021-05-06,night,0.19354838709677422,0.0,0.19354838709677422,37.17857142857143,37.17857142857143,0.0,0.0,0.8064516129032258,0.0,0.8064516129032258,0.0,0.0
2021-05-07 05:59:59,INS-W_1077,2021-05-07,morning,0.0,0.0,0.0,104.54545454545455,104.54545454545455,0.0,0.0,1.0,0.0,1.0,180.75,180.75
2021-05-07 11:59:59,INS-W_1077,2021-05-07,afternoon,1.0,0.0,1.0,57.53333333333334,124.6,0.0,0.0,0.5,0.0,0.5,63.99966666666666,63.99966666666666
2021-05-07 17:59:59,INS-W_1077,2021-05-07,evening,1.3333333333333335,0.0,1.3333333333333335,65.16666666666666,73.0,1.0,1.0,0.33333333333333337,0.0,0.33333333333333337,88.11111111111111,172.33333333333331
2021-05-07 23:59:59,INS-W_1077,2021-05-07,night,0.22580645161290325,0.0,0.22580645161290325,37.57142857142857,37.57142857142857,0.0,0.0,0.7741935483870968,0.0,0.7741935483870968,0.0,0.0
2021-05-08 05:59:59,INS-W_1077,2021-05-08,morning,0.0,0.0,0.0,113.9090909090909,113.9090909090909,0.0,0.0,1.0,0.0,1.0,219.625,219.625
2021-05-08 11:59:59,INS-W_1077,2021-05-08,afternoon,2.0,0.0,2.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,121.99933333333333,121.99933333333333
2021-05-08 17:59:59,INS-W_1077,2021-05-08,evening,1.1666666666666667,0.0,1.1666666666666667,75.58333333333333,79.5,1.0,1.0,0.16666666666666674,0.0,0.16666666666666674,108.3888888888889,213.66666666666666
2021-05-08 23:59:59,INS-W_1077,2021-05-08,night,0.25806451612903225,0.0,0.25806451612903225,37.964285714285715,37.964285714285715,0.0,0.0,0.7419354838709677,0.0,0.7419354838709677,0.0,0.0
2021-05-09 05:59:59,INS-W_1077,2021-05-09,morning,0.0,0.0,0.0,123.27272727272727,123.27272727272727,0.0,0.0,1.0,0.0,1.0,258.5,258.5
2021-05-09 11:59:59,INS-W_1077,2021-05-09,afternoon,0.0,0.0,0.0,139.33333333333334,179.33333333333334,0.0,0.0,1.0,0.0,1.0,179.999,179.999
2021-05-09 17:59:59,INS-W_1077,2021-05-09,evening,1.0,0.0,1.0,86.0,86.0,1.0,1.0,0.0,0.0,0.0,128.66666666666669,254.99999999999997
2021-05-09 23:59:59,INS-W_1077,2021-05-09,night,0.2903225806451613,0.0,0.2903225806451613,38.357142857142854,38.357142857142854,0.0,0.0,0.7096774193548387,0.0,0.7096774193548387,0.0,0.0
2021-05-10 05:59:59,INS-W_1077,2021-05-10,morning,0.0,0.0,0.0,132.63636363636363,132.63636363636363,0.0,0.0,1.0,0.0,1.0,297.375,297.375
2021-05-10 11:59:59,INS-W_1077,2021-05-10,afternoon,0.0,0.0,0.0,218.66666666666669,238.66666666666669,0.0,0.0,1.0,0.0,1.0,945.0,945.0
2021-05-10 17:59:59,INS-W_1077,2021-05-10,evening,0.6666666666666667,0.0,0.6666666666666667,109.9090909090909,141.63636363636363,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,148.94444444444446,296.3333333333333
2021-05-10 23:59:59,INS-W_1077,2021-05-10,night,0.32258064516129037,0.0,0.32258064516129037,38.75,38.75,0.0,0.0,0.6774193548387096,0.0,0.6774193548387096,0.0,0.0
2021-05-11 05:59:59,INS-W_1077,2021-05-11,morning,0.0,0.0,0.0,142.0,142.0,0.0,0.0,1.0,0.0,1.0,336.25,336.25
2021-05-11 11:59:59,INS-W_1077,2021-05-11,afternoon,1.0,0.0,1.0,298.0,298.0,1.0,1.0,0.0,0.0,0.0,791.5,791.5
2021-05-11 17:59:59,INS-W_1077,2021-05-11,evening,0.33333333333333337,0.0,0.33333333333333337,133.8181818181818,197.27272727272725,0.33333333333333337,0.33333333333333337,1.3333333333333333,0.0,1.3333333333333333,169.22222222222223,337.66666666666663
2021-05-11 23:59:59,INS-W_1077,2021-05-11,night,0.3548387096774194,0.0,0.3548387096774194,39.14285714285714,39.14285714285714,0.0,0.0,0.6451612903225806,0.0,0.6451612903225806,0.0,0.0
2021-05-12 05:59:59,INS-W_1077,2021-05-12,morning,0.0,0.0,0.0,151.36363636363637,151.36363636363637,0.0,0.0,1.0,0.0,1.0,375.125,375.125
2021-05-12 11:59:59,INS-W_1077,2021-05-12,afternoon,1.0,0.0,1.0,172.5,172.5,1.0,1.0,0.0,0.0,0.0,638.0,638.0
2021-05-12 17:59:59,INS-W_1077,2021-05-12,evening,0.0,0.0,0.0,157.72727272727275,252.9090909090909,0.0,0.0,2.0,0.0,2.0,189.5,379.0
2021-05-12 23:59:59,INS-W_1077,2021-05-12,night,0.38709677419354843,0.0,0.38709677419354843,39.535714285714285,39.535714285714285,0.0,0.0,0.6129032258064515,0.0,0.6129032258064515,0.0,0.0
2021-05-13 05:59:59,INS-W_1077,2021-05-13,morning,0.0,0.0,0.0,160.72727272727275,160.72727272727275,0.0,0.0,1.0,0.0,1.0,414.0,414.0
2021-05-13 11:59:59,INS-W_1077,2021-05-13,afternoon,1.0,0.0,1.0,47.0,47.0,1.0,1.0,0.0,0.0,0.0,484.5,484.5
2021-05-13 17:59:59,INS-W_1077,2021-05-13,evening,0.25,0.0,0.25,181.63636363636363,308.5454545454545,0.0,0.0,1.75,0.0,1.75,207.46153846153845,414.9230769230769
2021-05-13 23:59:59,INS-W_1077,2021-05-13,night,0.41935483870967744,0.0,0.41935483870967744,39.92857142857143,39.92857142857143,0.0,0.0,0.5806451612903225,0.0,0.5806451612903225,0.0,0.0
2021-05-14 05:59:59,INS-W_1077,2021-05-14,morning,0.0,0.0,0.0,170.0909090909091,170.0909090909091,0.0,0.0,1.0,0.0,1.0,356.0,356.0
2021-05-14 11:59:59,INS-W_1077,2021-05-14,afternoon,0.5,0.0,0.5,40.166666666666664,49.0,1.0,1.0,0.0,0.0,0.0,331.0,331.0
2021-05-14 17:59:59,INS-W_1077,2021-05-14,evening,0.5,0.0,0.5,205.54545454545456,364.1818181818182,0.0,0.0,1.5,0.0,1.5,225.42307692307693,450.84615384615387
2021-05-14 23:59:59,INS-W_1077,2021-05-14,night,0.4516129032258065,0.0,0.4516129032258065,40.32142857142857,40.32142857142857,0.0,0.0,0.5483870967741935,0.0,0.5483870967741935,0.0,0.0
2021-05-15 05:59:59,INS-W_1077,2021-05-15,morning,0.0,0.0,0.0,179.45454545454547,179.45454545454547,0.0,0.0,1.0,0.0,1.0,298.0,298.0
2021-05-15 11:59:59,INS-W_1077,2021-05-15,afternoon,0.0,0.0,0.0,33.333333333333336,51.0,1.0,1.0,0.0,0.0,0.0,177.5,177.5
2021-05-15 17:59:59,INS-W_1077,2021-05-15,evening,0.75,0.0,0.75,229.45454545454547,419.8181818181818,0.0,0.0,1.25,0.0,1.25,243.3846153846154,486.7692307692308
2021-05-15 23:59:59,INS-W_1077,2021-05-15,night,0.4838709677419355,0.0,0.4838709677419355,40.714285714285715,40.714285714285715,0.0,0.0,0.5161290322580645,0.0,0.5161290322580645,0.0,0.0
2021-05-16 05:59:59,INS-W_1077,2021-05-16,morning,0.0,0.0,0.0,188.8181818181818,188.8181818181818,0.0,0.0,1.0,0.0,1.0,240.0,240.0
2021-05-16 11:59:59,INS-W_1077,2021-05-16,afternoon,2.0,0.0,2.0,26.5,53.0,0.0,0.0,1.0,0.0,1.0,24.0,24.0
2021-05-16 17:59:59,INS-W_1077,2021-05-16,evening,1.0,0.0,1.0,253.36363636363637,475.45454545454544,0.0,0.0,1.0,0.0,1.0,261.34615384615387,522.6923076923077
2021-05-16 23:59:59,INS-W_1077,2021-05-16,night,0.5161290322580645,0.0,0.5161290322580645,41.107142857142854,41.107142857142854,0.0,0.0,0.4838709677419355,0.0,0.4838709677419355,0.0,0.0
2021-05-17 05:59:59,INS-W_1077,2021-05-17,morning,0.0,0.0,0.0,198.1818181818182,198.1818181818182,0.0,0.0,1.0,0.0,1.0,181.99999999999997,181.99999999999997
2021-05-17 11:59:59,INS-W_1077,2021-05-17,afternoon,1.0,0.0,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,75.5,75.5
2021-05-17 17:59:59,INS-W_1077,2021-05-17,evening,1.25,0.0,1.25,277.27272727272725,531.090909090909,0.0,0.0,0.75,0.0,0.75,279.3076923076923,558.6153846153846
2021-05-17 23:59:59,INS-W_1077,2021-05-17,night,0.5483870967741936,0.0,0.5483870967741936,41.5,41.5,0.0,0.0,0.4516129032258064,0.0,0.4516129032258064,0.0,0.0
2021-05-18 05:59:59,INS-W_1077,2021-05-18,morning,0.0,0.0,0.0,207.54545454545453,207.54545454545453,0.0,0.0,1.0,0.0,1.0,124.0,124.0
2021-05-18 11:59:59,INS-W_1077,2021-05-18,afternoon,1.0,0.0,1.0,189.0,189.0,1.0,1.0,1.0,0.0,1.0,127.0,127.0
2021-05-18 17:59:59,INS-W_1077,2021-05-18,evening,1.5,0.0,1.5,301.1818181818182,586.7272727272727,0.0,0.0,0.5,0.0,0.5,297.2692307692308,594.5384615384615
2021-05-18 23:59:59,INS-W_1077,2021-05-18,night,0.5806451612903226,0.0,0.5806451612903226,41.89285714285714,41.89285714285714,0.0,0.0,0.4193548387096774,0.0,0.4193548387096774,0.0,0.0
2021-05-19 05:59:59,INS-W_1077,2021-05-19,morning,0.25,0.0,0.25,216.9090909090909,216.9090909090909,0.0,0.0,0.75,0.0,0.75,163.16666666666666,163.16666666666666
2021-05-19 11:59:59,INS-W_1077,2021-05-19,afternoon,0.0,0.0,0.0,167.66666666666666,167.66666666666666,0.0,0.0,3.0,0.0,3.0,443.333333333333,1330.0
2021-05-19 17:59:59,INS-W_1077,2021-05-19,evening,1.75,0.0,1.75,325.0909090909091,642.3636363636364,0.0,0.0,0.25,0.0,0.25,315.2307692307692,630.4615384615385
2021-05-19 23:59:59,INS-W_1077,2021-05-19,night,0.6129032258064516,0.0,0.6129032258064516,42.285714285714285,42.285714285714285,0.0,0.0,0.3870967741935484,0.0,0.3870967741935484,0.0,0.0
2021-05-20 05:59:59,INS-W_1077,2021-05-20,morning,0.5,0.0,0.5,226.27272727272728,226.27272727272728,0.0,0.0,0.5,0.0,0.5,202.33333333333331,202.33333333333331
2021-05-20 11:59:59,INS-W_1077,2021-05-20,afternoon,0.5,0.0,0.5,146.33333333333334,146.33333333333334,0.0,0.0,2.5,0.0,2.5,557.4166666666665,1336.5
2021-05-20 17:59:59,INS-W_1077,2021-05-20,evening,2.0,0.0,2.0,349.0,698.0,0.0,0.0,0.0,0.0,0.0,333.19230769230774,666.3846153846155
2021-05-20 23:59:59,INS-W_1077,2021-05-20,night,0.6451612903225807,0.0,0.6451612903225807,42.67857142857143,42.67857142857143,0.0,0.0,0.35483870967741926,0.0,0.35483870967741926,0.0,0.0
2021-05-21 05:59:59,INS-W_1077,2021-05-21,morning,0.75,0.0,0.75,235.63636363636363,235.63636363636363,0.0,0.0,0.25,0.0,0.25,241.5,241.5
2021-05-21 11:59:59,INS-W_1077,2021-05-21,afternoon,1.0,0.0,1.0,125.0,125.0,0.0,0.0,2.0,0.0,2.0,671.5,1343.0
2021-05-21 17:59:59,INS-W_1077,2021-05-21,evening,1.0,0.0,1.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,351.1538461538462,702.3076923076924
2021-05-21 23:59:59,INS-W_1077,2021-05-21,night,0.6774193548387097,0.0,0.6774193548387097,43.07142857142857,43.07142857142857,0.0,0.0,0.32258064516129026,0.0,0.32258064516129026,0.0,0.0
2021-05-22 05:59:59,INS-W_1077,2021-05-22,morning,1.0,0.0,1.0,245.0,245.0,0.0,0.0,0.0,0.0,0.0,280.66666666666663,280.66666666666663
2021-05-22 11:59:59,INS-W_1077,2021-05-22,afternoon,0.0,0.0,0.0,86.0,109.5,0.0,0.0,2.0,0.0,2.0,302.5,605.0
2021-05-22 17:59:59,INS-W_1077,2021-05-22,evening,3.0,0.0,3.0,887.666666666667,2663.0,0.0,0.0,0.0,0.0,0.0,369.11538461538464,738.2307692307693
2021-05-22 23:59:59,INS-W_1077,2021-05-22,night,0.7096774193548387,0.0,0.7096774193548387,43.46428571428571,43.46428571428571,0.0,0.0,0.29032258064516125,0.0,0.29032258064516125,0.0,0.0
2021-05-23 05:59:59,INS-W_1077,2021-05-23,morning,1.0,0.0,1.0,286.0,286.0,0.0,0.0,0.0,0.0,0.0,319.83333333333337,319.83333333333337
2021-05-23 11:59:59,INS-W_1077,2021-05-23,afternoon,2.0,0.0,2.0,47.0,94.0,0.0,0.0,2.0,0.0,2.0,186.0,372.0
2021-05-23 17:59:59,INS-W_1077,2021-05-23,evening,2.3333333333333335,0.0,2.3333333333333335,698.1111111111113,1881.6666666666665,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,387.0769230769231,774.1538461538462
2021-05-23 23:59:59,INS-W_1077,2021-05-23,night,0.7419354838709677,0.0,0.7419354838709677,43.857142857142854,43.857142857142854,0.0,0.0,0.25806451612903225,0.0,0.25806451612903225,0.0,0.0
2021-05-24 05:59:59,INS-W_1077,2021-05-24,morning,0.0,0.0,0.0,598.8678333333335,1510.6035,0.0,0.0,1.0,0.0,1.0,359.0,359.0
2021-05-24 11:59:59,INS-W_1077,2021-05-24,afternoon,2.0,0.0,2.0,100.698,201.396,0.0,0.0,3.0,0.0,3.0,279.12487500000003,930.4995
2021-05-24 17:59:59,INS-W_1077,2021-05-24,evening,1.6666666666666667,0.0,1.6666666666666667,508.55555555555566,1100.3333333333333,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,405.03846153846155,810.0769230769231
2021-05-24 23:59:59,INS-W_1077,2021-05-24,night,0.7741935483870969,0.0,0.7741935483870969,44.25,44.25,0.0,0.0,0.22580645161290314,0.0,0.22580645161290314,0.0,0.0
2021-05-25 05:59:59,INS-W_1077,2021-05-25,morning,3.0,0.0,3.0,911.735666666667,2735.207,0.0,0.0,2.0,0.0,2.0,39.5,79.0
2021-05-25 11:59:59,INS-W_1077,2021-05-25,afternoon,2.0,0.0,2.0,154.396,308.792,0.0,0.0,4.0,0.0,4.0,372.24975,1488.999
2021-05-25 17:59:59,INS-W_1077,2021-05-25,evening,1.0,0.0,1.0,319.0,319.0,0.0,0.0,2.0,0.0,2.0,423.0,846.0
2021-05-25 23:59:59,INS-W_1077,2021-05-25,night,0.8064516129032259,0.0,0.8064516129032259,44.64285714285714,44.64285714285714,0.0,0.0,0.19354838709677413,0.0,0.19354838709677413,0.0,0.0
2021-05-26 05:59:59,INS-W_1077,2021-05-26,morning,0.0,0.0,0.0,798.2797222222225,2317.8391666666666,0.0,0.0,1.0,0.0,1.0,143.0,143.0
2021-05-26 11:59:59,INS-W_1077,2021-05-26,afternoon,0.0,0.0,0.0,137.26399999999998,308.86133333333333,0.0,0.0,1.0,0.0,1.0,110.0,110.0
2021-05-26 17:59:59,INS-W_1077,2021-05-26,evening,4.0,0.0,4.0,150.75,603.0,1.0,1.0,0.0,0.0,0.0,424.75,849.5
2021-05-26 23:59:59,INS-W_1077,2021-05-26,night,0.8387096774193549,0.0,0.8387096774193549,45.035714285714285,45.035714285714285,0.0,0.0,0.16129032258064513,0.0,0.16129032258064513,0.0,0.0
2021-05-27 05:59:59,INS-W_1077,2021-05-27,morning,0.0,0.0,0.0,684.8237777777781,1900.4713333333332,0.0,0.0,1.0,0.0,1.0,457.0,457.0
2021-05-27 11:59:59,INS-W_1077,2021-05-27,afternoon,0.0,0.0,0.0,120.132,308.93066666666664,0.0,0.0,2.0,0.0,2.0,442.0,884.0
2021-05-27 17:59:59,INS-W_1077,2021-05-27,evening,2.0,0.0,2.0,24.5,49.0,0.0,0.0,2.0,0.0,2.0,426.5,853.0
2021-05-27 23:59:59,INS-W_1077,2021-05-27,night,0.8709677419354839,0.0,0.8709677419354839,45.42857142857143,45.42857142857143,0.0,0.0,0.12903225806451613,0.0,0.12903225806451613,0.0,0.0
2021-05-28 05:59:59,INS-W_1077,2021-05-28,morning,0.0,0.0,0.0,571.3678333333335,1483.1035,0.0,0.0,1.0,0.0,1.0,31.0,31.0
2021-05-28 11:59:59,INS-W_1077,2021-05-28,afternoon,3.0,0.0,3.0,103.0,309.0,0.0,0.0,1.0,0.0,1.0,103.0,103.0
2021-05-28 17:59:59,INS-W_1077,2021-05-28,evening,0.0,0.0,0.0,20.25,32.5,2.0,2.0,2.0,0.0,2.0,166.5,333.0
2021-05-28 23:59:59,INS-W_1077,2021-05-28,night,0.903225806451613,0.0,0.903225806451613,45.82142857142857,45.82142857142857,0.0,0.0,0.09677419354838701,0.0,0.09677419354838701,0.0,0.0
2021-05-29 05:59:59,INS-W_1077,2021-05-29,morning,0.3333333333333333,0.0,0.3333333333333333,457.91188888888905,1065.7356666666665,0.0,0.0,1.0,0.0,1.0,26.0,26.0
2021-05-29 11:59:59,INS-W_1077,2021-05-29,afternoon,0.0,0.0,0.0,237.75,392.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2021-05-29 17:59:59,INS-W_1077,2021-05-29,evening,1.0,0.0,1.0,16.0,16.0,1.0,1.0,3.0,0.0,3.0,359.333333333333,1078.0
2021-05-29 23:59:59,INS-W_1077,2021-05-29,night,0.935483870967742,0.0,0.935483870967742,46.21428571428571,46.21428571428571,0.0,0.0,0.06451612903225801,0.0,0.06451612903225801,0.0,0.0
2021-05-30 05:59:59,INS-W_1077,2021-05-30,morning,0.6666666666666666,0.0,0.6666666666666666,344.4559444444445,648.3678333333332,0.0,0.0,1.0,0.0,1.0,21.0,21.0
2021-05-30 11:59:59,INS-W_1077,2021-05-30,afternoon,0.0,0.0,0.0,372.5,475.5,0.0,0.0,1.0,0.0,1.0,464.0,464.0
2021-05-30 17:59:59,INS-W_1077,2021-05-30,evening,1.0,0.0,1.0,470.0,470.0,0.0,0.0,1.0,0.0,1.0,4032.0,4032.0
2021-05-30 23:59:59,INS-W_1077,2021-05-30,night,0.967741935483871,0.0,0.967741935483871,46.607142857142854,46.607142857142854,0.0,0.0,0.032258064516129004,0.0,0.032258064516129004,0.0,0.0
2021-05-31 05:59:59,INS-W_1077,2021-05-31,morning,1.0,0.0,1.0,231.0,231.0,0.0,0.0,1.0,0.0,1.0,16.0,16.0
2021-05-31 11:59:59,INS-W_1077,2021-05-31,afternoon,0.0,0.0,0.0,507.25,558.75,1.0,1.0,0.0,0.0,0.0,292.625,474.5
2021-05-31 17:59:59,INS-W_1077,2021-05-31,evening,1.0,0.0,1.0,1702.0,1702.0,1.0,1.0,1.0,0.0,1.0,283.0,283.0
2021-05-31 23:59:59,INS-W_1077,2021-05-31,night,1.0,0.0,1.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01 05:59:59,INS-W_1077,2021-06-01,morning,1.5,0.0,1.5,288.75,462.0,0.0,0.0,1.5,0.0,1.5,284.5,561.0
2021-06-01 11:59:59,INS-W_1077,2021-06-01,afternoon,1.0,0.0,1.0,642.0,642.0,0.0,0.0,4.0,0.0,4.0,121.25,485.0
2021-06-01 17:59:59,INS-W_1077,2021-06-01,evening,1.0,0.0,1.0,27.0,27.0,0.0,0.0,2.0,0.0,2.0,22.5,45.0
2021-06-01 23:59:59,INS-W_1077,2021-06-01,night,1.0,0.0,1.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-02 05:59:59,INS-W_1077,2021-06-02,morning,2.0,0.0,2.0,346.5,693.0,0.0,0.0,2.0,0.0,2.0,553.0,1106.0
2021-06-02 11:59:59,INS-W_1077,2021-06-02,afternoon,2.0,0.0,2.0,83.7445,167.489,1.0,1.0,4.0,0.0,4.0,71.0,284.0
2021-06-02 17:59:59,INS-W_1077,2021-06-02,evening,1.0,0.0,1.0,782.51,782.51,0.0,0.0,0.0,0.0,0.0,101.25000000000001,202.50000000000003
2021-06-02 23:59:59,INS-W_1077,2021-06-02,night,1.0,0.0,1.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-03 05:59:59,INS-W_1077,2021-06-03,morning,1.0,0.0,1.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,1222.0,1498.5
2021-06-03 11:59:59,INS-W_1077,2021-06-03,afternoon,3.0,0.0,3.0,404.333,1212.999,0.0,0.0,8.0,0.0,8.0,59.5,476.0
2021-06-03 17:59:59,INS-W_1077,2021-06-03,evening,2.0,0.0,2.0,289.0,578.0,0.0,0.0,2.0,0.0,2.0,180.0,360.0
2021-06-03 23:59:59,INS-W_1077,2021-06-03,night,1.0,0.0,1.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-04 05:59:59,INS-W_1077,2021-06-04,morning,0.0,0.0,0.0,91.0,91.0,0.0,0.0,1.0,0.0,1.0,1891.0,1891.0
2021-06-04 11:59:59,INS-W_1077,2021-06-04,afternoon,1.0,0.0,1.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,46.25,254.5
2021-06-04 17:59:59,INS-W_1077,2021-06-04,evening,1.0,0.0,1.0,17.0,17.0,0.0,0.0,2.0,0.0,2.0,18.0,36.0
